genome	ANI98	ANI99
GCA_021496405.1	GCA_000007445.1	GCA_000010485.1
GCA_021496425.1	GCA_000007445.1	GCA_000010485.1
GCA_021496445.1	GCA_000007445.1	GCA_000010485.1
GCA_021498025.2	GCA_000005845.2	GCA_000010385.1
GCA_021498045.1	GCA_000005845.2	GCA_000026245.1
GCA_021498145.1	GCA_000026325.1	GCA_000350785.1
GCA_021498165.1	GCA_000005845.2	GCA_000010385.1
GCA_021502855.1	GCA_000005845.2	GCA_000005845.2
GCA_021502875.1	GCA_000005845.2	GCA_000005845.2
GCA_021502885.1	GCA_000005845.2	GCA_000005845.2
GCA_021502935.1	GCA_000005845.2	GCA_000010385.1
GCA_021503015.1	GCA_000005845.2	GCA_000010385.1
GCA_021503055.1	GCA_000005845.2	GCA_000164215.1
GCA_021503095.1	GCA_000005845.2	GCA_000010385.1
GCA_021503145.1	GCA_000005845.2	GCA_000010385.1
GCA_021503195.1	GCA_000026325.1	GCA_000351385.1
GCA_021503255.1	GCA_000005845.2	GCA_000026245.1
GCA_021503275.1	GCA_000026325.1	GCA_000350785.1
GCA_021503295.1	GCA_000026325.1	GCA_000350785.1
GCA_021503515.1	GCA_000005845.2	GCA_000010385.1
GCA_021503525.1	GCA_000005845.2	GCA_000010385.1
GCA_021503575.1	GCA_000005845.2	GCA_000010385.1
GCA_021503695.1	GCA_000026325.1	GCA_000350785.1
GCA_021503715.1	GCA_000005845.2	GCA_000010385.1
GCA_021503805.1	GCA_000026325.1	GCA_002512515.1
GCA_021503835.1	GCA_000007445.1	GCA_000295775.2
GCA_021503955.1	GCA_000005845.2	GCA_000010385.1
GCA_021504075.1	GCA_000005845.2	GCA_000010385.1
GCA_021504095.1	GCA_000005845.2	GCA_000215265.2
GCA_021504115.1	GCA_000007445.1	GCA_000446285.1
GCA_021504135.1	GCA_000005845.2	GCA_000010385.1
GCA_021504155.1	GCA_000171935.1	GCA_000234315.2
GCA_021504165.1	GCA_000005845.2	GCA_000005845.2
GCA_021504195.1	GCA_000005845.2	GCA_000010765.1
GCA_021504215.1	GCA_000005845.2	GCA_000010765.1
GCA_021504235.1	GCA_000005845.2	GCA_000010385.1
GCA_021504255.1	GCA_000005845.2	GCA_000303635.1
GCA_021504275.1	GCA_000005845.2	GCA_000005845.2
GCA_021504295.1	GCA_000005845.2	GCA_000010385.1
GCA_021504315.1	GCA_000005845.2	GCA_000010385.1
GCA_021504335.1	GCA_000005845.2	GCA_000460255.1
GCA_021504355.1	GCA_000005845.2	GCA_000460255.1
GCA_021504365.1	GCA_000005845.2	GCA_000010385.1
GCA_021504375.1	GCA_000005845.2	GCA_000460255.1
GCA_021504385.1	GCA_000005845.2	GCA_000010385.1
GCA_021504435.1	GCA_000171935.1	GCA_000460255.1
GCA_021504455.1	GCA_000005845.2	GCA_000460255.1
GCA_021504475.1	GCA_000005845.2	GCA_000164215.1
GCA_021504485.1	GCA_000005845.2	GCA_000164215.1
GCA_021504495.1	GCA_000005845.2	GCA_000005845.2
GCA_021504535.1	GCA_000005845.2	GCA_000355415.1
GCA_021513335.1	GCA_000005845.2	GCA_000164335.1
GCA_021533405.1	GCA_000005845.2	GCA_000010385.1
GCA_021533455.1	GCA_000005845.2	GCA_000005845.2
GCA_021533475.1	GCA_000005845.2	GCA_000005845.2
GCA_021533515.1	GCA_000005845.2	GCA_000005845.2
GCA_021533535.1	GCA_000005845.2	GCA_000010385.1
GCA_021533545.1	GCA_000005845.2	GCA_000010385.1
GCA_021533575.1	GCA_000005845.2	GCA_000164215.1
GCA_021533585.1	GCA_000005845.2	GCA_000164215.1
GCA_021533605.1	GCA_000005845.2	GCA_000010385.1
GCA_021533625.1	GCA_000005845.2	GCA_000010385.1
GCA_021533655.1	GCA_000005845.2	GCA_000164215.1
GCA_021533715.1	GCA_000005845.2	GCA_000005845.2
GCA_021534845.1	GCA_000005845.2	GCA_000164215.1
GCA_021534865.1	GCA_000005845.2	GCA_000005845.2
GCA_021534885.1	GCA_000005845.2	GCA_000164215.1
GCA_021534905.1	GCA_000005845.2	GCA_000164215.1
GCA_021534925.1	GCA_000005845.2	GCA_000005845.2
GCA_021534945.1	GCA_000005845.2	GCA_000164215.1
GCA_021534985.1	GCA_000005845.2	GCA_000010385.1
GCA_021535005.1	GCA_000005845.2	GCA_000005845.2
GCA_021535025.1	GCA_000005845.2	GCA_000010385.1
GCA_021547115.1	GCA_000007445.1	GCA_000010485.1
GCA_021547125.1	GCA_000007445.1	GCA_000010485.1
GCA_021547135.1	GCA_000005845.2	GCA_000005845.2
GCA_021547175.1	GCA_000026325.1	GCA_000026325.1
GCA_021547185.1	GCA_000007445.1	GCA_000010485.1
GCA_021547315.1	GCA_000005845.2	GCA_000010385.1
GCA_021547335.1	GCA_000005845.2	GCA_000005845.2
GCA_021547345.1	GCA_000007445.1	GCA_000010485.1
GCA_021547375.1	GCA_000005845.2	GCA_000164215.1
GCA_021547415.1	GCA_000007445.1	GCA_000007445.1
GCA_021547455.1	GCA_000007445.1	GCA_000007445.1
GCA_021547515.1	GCA_000007445.1	GCA_000007445.1
GCA_021547535.1	GCA_000005845.2	GCA_000164215.1
GCA_021547555.1	GCA_000007445.1	GCA_000326265.1
GCA_021547575.1	GCA_000215145.2	GCA_000215145.2
GCA_021547595.1	GCA_000005845.2	GCA_002535255.1
GCA_021547615.1	GCA_000007445.1	GCA_000014845.1
GCA_021547635.1	GCA_000005845.2	GCA_000010385.1
GCA_021547655.1	GCA_000026325.1	GCA_000026325.1
GCA_021547665.1	GCA_000005845.2	GCA_000164335.1
GCA_021547695.1	GCA_000026325.1	GCA_000026325.1
GCA_021547715.1	GCA_000026325.1	GCA_000026325.1
GCA_021547735.1	GCA_000005845.2	GCA_000005845.2
GCA_021547745.1	GCA_000005845.2	GCA_000010385.1
GCA_021547755.1	GCA_000007445.1	GCA_000010485.1
GCA_021547795.1	GCA_000005845.2	GCA_000017765.1
GCA_021547815.1	GCA_000007445.1	GCA_000010485.1
GCA_021547825.1	GCA_000007445.1	GCA_000446285.1
GCA_021547855.1	GCA_000026325.1	GCA_000026325.1
GCA_021547865.1	GCA_000005845.2	GCA_000005845.2
GCA_021547895.1	GCA_000026325.1	GCA_000026325.1
GCA_021547905.1	GCA_000005845.2	GCA_000005845.2
GCA_021547925.1	GCA_000007445.1	GCA_000010485.1
GCA_021547955.1	GCA_000026325.1	GCA_000026325.1
GCA_021547975.1	GCA_000026325.1	GCA_000026325.1
GCA_021547995.1	GCA_000005845.2	GCA_000005845.2
GCA_021548005.1	GCA_000005845.2	GCA_000010385.1
GCA_021548035.1	GCA_000007445.1	GCA_000007445.1
GCA_021548055.1	GCA_000026325.1	GCA_000026325.1
GCA_021548075.1	GCA_000026325.1	GCA_000026325.1
GCA_021548095.1	GCA_000005845.2	GCA_000017765.1
GCA_021548115.1	GCA_000005845.2	GCA_000005845.2
GCA_021548135.1	GCA_000005845.2	GCA_000010385.1
GCA_021548155.1	GCA_000005845.2	GCA_000005845.2
GCA_021548175.1	GCA_000005845.2	GCA_000010385.1
GCA_021548195.1	GCA_000005845.2	GCA_000017765.1
GCA_021548205.1	GCA_000005845.2	GCA_000010385.1
GCA_021548235.1	GCA_000007445.1	GCA_000326265.1
GCA_021548255.1	GCA_000005845.2	GCA_000164335.1
GCA_021548275.1	GCA_000005845.2	GCA_000164335.1
GCA_021548295.1	GCA_000005845.2	GCA_000005845.2
GCA_021552295.1	GCA_000005845.2	GCA_002190595.1
GCA_021554655.1	GCA_000005845.2	GCA_000005845.2
GCA_021554775.1	GCA_000005845.2	GCA_000005845.2
GCA_021555135.1	GCA_000005845.2	GCA_000010385.1
GCA_021559635.1	GCA_000007445.1	GCA_000010485.1
GCA_021559815.1	GCA_000007445.1	GCA_000007445.1
GCA_021559835.1	GCA_000007445.1	GCA_000007445.1
GCA_021559855.1	GCA_000007445.1	GCA_000007445.1
GCA_021559875.1	GCA_000007445.1	GCA_000010485.1
GCA_021562195.1	GCA_000007445.1	GCA_000010485.1
GCA_021568255.1	GCA_000007445.1	GCA_004567755.1
GCA_021568335.1	GCA_000005845.2	GCA_000010385.1
GCA_021568345.1	GCA_000005845.2	GCA_000176575.2
GCA_021568375.1	GCA_000007445.1	GCA_004567755.1
GCA_021568385.1	GCA_000005845.2	GCA_000010385.1
GCA_021568415.1	GCA_000171935.1	GCA_000176575.2
GCA_021568435.1	GCA_000005845.2	GCA_000010385.1
GCA_021568445.1	GCA_000005845.2	GCA_000010385.1
GCA_021568465.1	GCA_000171935.1	GCA_000176575.2
GCA_021568495.1	GCA_000005845.2	GCA_000215265.2
GCA_021568515.1	GCA_000005845.2	GCA_000010385.1
GCA_021568535.1	GCA_000005845.2	GCA_000010385.1
GCA_021568545.1	GCA_000005845.2	GCA_000010385.1
GCA_021568575.1	GCA_000005845.2	GCA_000010385.1
GCA_021568615.1	GCA_000005845.2	GCA_000010385.1
GCA_021568635.1	GCA_000005845.2	GCA_000010385.1
GCA_021568645.1	GCA_000005845.2	GCA_000010385.1
GCA_021568675.1	GCA_000005845.2	GCA_000194215.2
GCA_021615825.1	GCA_000005845.2	GCA_000164235.1
GCA_021616805.1	GCA_000007445.1	GCA_000007445.1
GCA_021617385.1	GCA_000007445.1	GCA_000026305.1
GCA_021617825.1	GCA_000005845.2	GCA_003783305.1
GCA_021626745.1	GCA_000007445.1	GCA_000014845.1
GCA_021627725.1	GCA_000005845.2	GCA_000005845.2
GCA_021646575.1	GCA_000005845.2	GCA_000005845.2
GCA_021646605.1	GCA_000005845.2	GCA_000005845.2
GCA_021646615.1	GCA_000190955.1	GCA_003018295.1
GCA_021646635.1	GCA_000026325.1	GCA_000297235.1
GCA_021646645.1	GCA_000005845.2	GCA_000164215.1
GCA_021646705.1	GCA_000005845.2	GCA_000005845.2
GCA_021646715.1	GCA_000005845.2	GCA_000005845.2
GCA_021646735.1	GCA_000005845.2	GCA_000005845.2
GCA_021646745.1	GCA_000005845.2	GCA_000249715.2
GCA_021646755.1	GCA_000005845.2	GCA_000005845.2
GCA_021646805.1	GCA_000005845.2	GCA_000164215.1
GCA_021646825.1	GCA_000005845.2	GCA_000005845.2
GCA_021646835.1	GCA_000005845.2	GCA_000005845.2
GCA_021646865.1	GCA_000005845.2	GCA_000005845.2
GCA_021646875.1	GCA_000005845.2	GCA_000005845.2
GCA_021646905.1	GCA_000026325.1	GCA_000700365.1
GCA_021646925.1	GCA_000171935.1	GCA_003721715.1
GCA_021646945.1	GCA_000005845.2	GCA_000408585.1
GCA_021646955.1	GCA_000005845.2	GCA_000005845.2
GCA_021646965.1	GCA_000026325.1	GCA_002233385.1
GCA_021647005.1	GCA_000005845.2	GCA_000005845.2
GCA_021647025.1	GCA_000005845.2	GCA_000005845.2
GCA_021647035.1	GCA_000005845.2	GCA_000005845.2
GCA_021647065.1	GCA_000005845.2	GCA_000005845.2
GCA_021647085.1	GCA_000005845.2	GCA_000005845.2
GCA_021647095.1	GCA_000026325.1	GCA_002233385.1
GCA_021647125.1	GCA_000005845.2	GCA_000005845.2
GCA_021647165.1	GCA_000005845.2	GCA_000005845.2
GCA_021647175.1	GCA_000026325.1	GCA_021647175.1
GCA_021648905.1	GCA_000005845.2	GCA_000005845.2
GCA_021648925.1	GCA_000005845.2	GCA_000005845.2
GCA_021648945.1	GCA_000005845.2	GCA_000005845.2
GCA_021648955.1	GCA_000005845.2	GCA_000005845.2
GCA_021648985.1	GCA_000005845.2	GCA_000355555.1
GCA_021648995.1	GCA_000005845.2	GCA_000005845.2
GCA_021649045.1	GCA_000026325.1	GCA_002133905.1
GCA_021649055.1	GCA_000005845.2	GCA_000005845.2
GCA_021649085.1	GCA_000005845.2	GCA_000005845.2
GCA_021649105.1	GCA_000026325.1	GCA_002233385.1
GCA_021649125.1	GCA_000005845.2	GCA_000005845.2
GCA_021649135.1	GCA_000005845.2	GCA_000010385.1
GCA_021649165.1	GCA_000005845.2	GCA_000164215.1
GCA_021649185.1	GCA_000005845.2	GCA_000164215.1
GCA_021649205.1	GCA_000005845.2	GCA_000005845.2
GCA_021649225.1	GCA_000005845.2	GCA_000005845.2
GCA_021649245.1	GCA_000026325.1	GCA_002233385.1
GCA_021649265.1	GCA_000005845.2	GCA_000005845.2
GCA_021649275.1	GCA_000026325.1	GCA_000700365.1
GCA_021649305.1	GCA_000005845.2	GCA_002093035.1
GCA_021649325.1	GCA_000005845.2	GCA_000005845.2
GCA_021649345.1	GCA_000005845.2	GCA_000356745.1
GCA_021649355.1	GCA_000005845.2	GCA_000005845.2
GCA_021649385.1	GCA_000005845.2	GCA_000005845.2
GCA_021649405.1	GCA_000026325.1	GCA_002233385.1
GCA_021649415.1	GCA_000026325.1	GCA_002233385.1
GCA_021649435.1	GCA_000005845.2	GCA_000005845.2
GCA_021649445.1	GCA_000005845.2	GCA_000005845.2
GCA_021649485.1	GCA_000005845.2	GCA_000005845.2
GCA_021649505.1	GCA_000005845.2	GCA_000005845.2
GCA_021649515.1	GCA_000005845.2	GCA_000005845.2
GCA_021649545.1	GCA_000005845.2	GCA_000005845.2
GCA_021649555.1	GCA_000005845.2	GCA_000356745.1
GCA_021649585.1	GCA_000026325.1	GCA_002233385.1
GCA_021649605.1	GCA_000005845.2	GCA_000005845.2
GCA_021649625.1	GCA_000005845.2	GCA_000356745.1
GCA_021649645.1	GCA_000026325.1	GCA_002133905.1
GCA_021649665.1	GCA_000005845.2	GCA_000005845.2
GCA_021649675.1	GCA_000005845.2	GCA_000005845.2
GCA_021649685.1	GCA_000005845.2	GCA_000005845.2
GCA_021649725.1	GCA_000005845.2	GCA_000005845.2
GCA_021649745.1	GCA_000005845.2	GCA_000005845.2
GCA_021649765.1	GCA_000005845.2	GCA_000005845.2
GCA_021649785.1	GCA_000005845.2	GCA_000005845.2
GCA_021649805.1	GCA_000005845.2	GCA_000005845.2
GCA_021649825.1	GCA_000005845.2	GCA_000005845.2
GCA_021649855.1	GCA_000005845.2	GCA_000005845.2
GCA_021650265.1	GCA_000005845.2	GCA_000249715.2
GCA_021650275.1	GCA_000005845.2	GCA_000005845.2
GCA_021650305.1	GCA_000005845.2	GCA_000005845.2
GCA_021650325.1	GCA_000005845.2	GCA_000249715.2
GCA_021650345.1	GCA_000005845.2	GCA_000005845.2
GCA_021650365.1	GCA_000005845.2	GCA_000005845.2
GCA_021650385.1	GCA_000005845.2	GCA_000164215.1
GCA_021650395.1	GCA_000005845.2	GCA_000005845.2
GCA_021650425.1	GCA_000005845.2	GCA_000010385.1
GCA_021650445.1	GCA_000005845.2	GCA_000005845.2
GCA_021650465.1	GCA_000005845.2	GCA_000017765.1
GCA_021650485.1	GCA_000005845.2	GCA_000164215.1
GCA_021650505.1	GCA_000005845.2	GCA_003783305.1
GCA_021650525.1	GCA_000005845.2	GCA_000017765.1
GCA_021650535.1	GCA_000005845.2	GCA_000017765.1
GCA_021650565.1	GCA_000005845.2	GCA_000005845.2
GCA_021650575.1	GCA_000005845.2	GCA_000164215.1
GCA_021650605.1	GCA_000005845.2	GCA_000010385.1
GCA_021650625.1	GCA_000005845.2	GCA_000005845.2
GCA_021650635.1	GCA_000005845.2	GCA_000005845.2
GCA_021650655.1	GCA_000005845.2	GCA_000005845.2
GCA_021650685.1	GCA_000005845.2	GCA_000351325.1
GCA_021655655.1	GCA_000007445.1	GCA_000014845.1
GCA_021655695.1	GCA_000007445.1	GCA_000010485.1
GCA_021696895.1	GCA_000005845.2	GCA_000010385.1
GCA_021696935.1	GCA_000005845.2	GCA_000005845.2
GCA_021697035.1	GCA_000005845.2	GCA_000164335.1
GCA_021697075.1	GCA_000005845.2	GCA_000005845.2
GCA_021697085.1	GCA_000005845.2	GCA_000010385.1
GCA_021697115.1	GCA_000005845.2	GCA_000005845.2
GCA_021697175.1	GCA_000005845.2	GCA_000357165.1
GCA_021697225.1	GCA_000005845.2	GCA_000164215.1
GCA_021697245.1	GCA_000005845.2	GCA_000005845.2
GCA_021697295.1	GCA_000026325.1	GCA_000351385.1
GCA_021697315.1	GCA_000005845.2	GCA_000005845.2
GCA_021697395.1	GCA_000190955.1	GCA_000703725.1
GCA_021697435.1	GCA_000005845.2	GCA_000010385.1
GCA_021697445.1	GCA_000005845.2	GCA_000005845.2
GCA_021697455.1	GCA_000019645.1	GCA_021697455.1
GCA_021697495.1	GCA_000005845.2	GCA_000164335.1
GCA_021697595.1	GCA_000005845.2	GCA_000176575.2
GCA_021697605.1	GCA_000005845.2	GCA_000005845.2
GCA_021697615.1	GCA_000176695.2	GCA_000176695.2
GCA_021697675.1	GCA_000005845.2	GCA_000010385.1
GCA_021697715.1	GCA_000005845.2	GCA_000010385.1
GCA_021697775.1	GCA_000005845.2	GCA_000005845.2
GCA_021697815.1	GCA_000019645.1	GCA_000474825.1
GCA_021697825.1	GCA_000005845.2	GCA_000010385.1
GCA_021697855.1	GCA_000005845.2	GCA_000005845.2
GCA_021697875.1	GCA_000005845.2	GCA_000005845.2
GCA_021697955.1	GCA_000019645.1	GCA_000474825.1
GCA_021697965.1	GCA_000005845.2	GCA_000005845.2
GCA_021698015.1	GCA_000019645.1	GCA_000474825.1
GCA_021698055.1	GCA_000215145.2	GCA_000010385.1
GCA_021698075.1	GCA_000215145.2	GCA_000010385.1
GCA_021698335.1	GCA_000005845.2	GCA_000005845.2
GCA_021699765.1	GCA_000005845.2	GCA_000010385.1
GCA_021725605.1	GCA_000007445.1	GCA_000326445.1
GCA_021725635.1	GCA_000007445.1	GCA_000013305.1
GCA_021725655.1	GCA_000005845.2	GCA_000164235.1
GCA_021725695.1	GCA_000005845.2	GCA_009899055.1
GCA_021725715.1	GCA_000005845.2	GCA_000010385.1
GCA_021725755.1	GCA_000005845.2	GCA_000010385.1
GCA_021725775.1	GCA_000007445.1	GCA_000010485.1
GCA_021725785.1	GCA_000005845.2	GCA_000010385.1
GCA_021725815.1	GCA_000005845.2	GCA_000005845.2
GCA_021725835.1	GCA_000005845.2	GCA_000264115.1
GCA_021725855.1	GCA_000007445.1	GCA_000010485.1
GCA_021725865.1	GCA_000007445.1	GCA_000014845.1
GCA_021725895.1	GCA_000007445.1	GCA_000010485.1
GCA_021725915.1	GCA_000026325.1	GCA_000351385.1
GCA_021725935.1	GCA_000007445.1	GCA_000010485.1
GCA_021725945.1	GCA_000026325.1	GCA_021725945.1
GCA_021725975.1	GCA_000398885.1	GCA_021725975.1
GCA_021725995.1	GCA_000005845.2	GCA_000010385.1
GCA_021726025.1	GCA_000007445.1	GCA_000264095.1
GCA_021726055.1	GCA_000005845.2	GCA_000010385.1
GCA_021726065.1	GCA_000005845.2	GCA_000010385.1
GCA_021726095.1	GCA_000005845.2	GCA_000010385.1
GCA_021726115.1	GCA_000007445.1	GCA_000264095.1
GCA_021726125.1	GCA_000005845.2	GCA_000005845.2
GCA_021726155.1	GCA_000005845.2	GCA_000010385.1
GCA_021726165.1	GCA_000005845.2	GCA_000010385.1
GCA_021726195.1	GCA_000005845.2	GCA_000010385.1
GCA_021726205.1	GCA_000005845.2	GCA_000010385.1
GCA_021726215.1	GCA_000005845.2	GCA_000017765.1
GCA_021726255.1	GCA_000007445.1	GCA_000014845.1
GCA_021726275.1	GCA_000007445.1	GCA_000010485.1
GCA_021726295.1	GCA_000007445.1	GCA_000014845.1
GCA_021726315.1	GCA_000007445.1	GCA_000010485.1
GCA_021726335.1	GCA_000007445.1	GCA_000010485.1
GCA_021726345.1	GCA_000005845.2	GCA_000005845.2
GCA_021726375.1	GCA_000005845.2	GCA_000005845.2
GCA_021726395.1	GCA_000005845.2	GCA_000164215.1
GCA_021726415.1	GCA_000005845.2	GCA_000010385.1
GCA_021726445.1	GCA_000005845.2	GCA_000005845.2
GCA_021726555.1	GCA_000005845.2	GCA_000005845.2
GCA_021726575.1	GCA_000005845.2	GCA_000354375.1
GCA_021727975.1	GCA_000005845.2	GCA_000460255.1
GCA_021728115.1	GCA_000005845.2	GCA_000164215.1
GCA_021728135.1	GCA_000005845.2	GCA_000005845.2
GCA_021728195.1	GCA_000005845.2	GCA_000010385.1
GCA_021728215.1	GCA_000005845.2	GCA_000010385.1
GCA_021728335.1	GCA_000005845.2	GCA_000010385.1
GCA_021728375.1	GCA_000005845.2	GCA_000005845.2
GCA_021728615.1	GCA_000005845.2	GCA_000005845.2
GCA_021728635.1	GCA_000171935.1	GCA_001284545.1
GCA_021735985.1	GCA_000007445.1	GCA_000010485.1
GCA_021735995.1	GCA_000026325.1	GCA_000326965.1
GCA_021736035.1	GCA_000019645.1	GCA_000474825.1
GCA_021736065.1	GCA_000007445.1	GCA_000010485.1
GCA_021736085.1	GCA_000005845.2	GCA_000010385.1
GCA_021736125.1	GCA_000005845.2	GCA_000010385.1
GCA_021736165.1	GCA_000026325.1	GCA_000326965.1
GCA_021771655.1	GCA_000005845.2	GCA_000010385.1
GCA_021869565.1	GCA_000005845.2	GCA_000010385.1
GCA_021869725.1	GCA_000005845.2	GCA_000164215.1
GCA_021887515.1	GCA_000007445.1	GCA_000010485.1
GCA_021887635.1	GCA_000007445.1	GCA_000010485.1
GCA_021887645.1	GCA_000005845.2	GCA_000005845.2
GCA_021887655.1	GCA_000005845.2	GCA_000010385.1
GCA_021887695.1	GCA_000005845.2	GCA_000005845.2
GCA_021890415.1	GCA_000007445.1	GCA_000326265.1
GCA_021890435.1	GCA_000007445.1	GCA_000010485.1
GCA_021890455.1	GCA_000007445.1	GCA_000326265.1
GCA_021890475.1	GCA_000005845.2	GCA_000005845.2
GCA_021890485.1	GCA_000005845.2	GCA_000005845.2
GCA_021890515.1	GCA_000007445.1	GCA_000010485.1
GCA_021890535.1	GCA_000005845.2	GCA_000010385.1
GCA_021890555.1	GCA_000005845.2	GCA_000010385.1
GCA_021890575.1	GCA_000007445.1	GCA_000326265.1
GCA_021890595.1	GCA_000005845.2	GCA_000005845.2
GCA_021890615.1	GCA_000007445.1	GCA_000010485.1
GCA_021890635.1	GCA_000005845.2	GCA_000005845.2
GCA_021890655.1	GCA_000007445.1	GCA_000326265.1
GCA_021890665.1	GCA_000005845.2	GCA_000010745.1
GCA_021890695.1	GCA_000007445.1	GCA_000326265.1
GCA_021890715.1	GCA_000005845.2	GCA_000005845.2
GCA_021890775.1	GCA_000005845.2	GCA_000005845.2
GCA_021892075.1	GCA_000005845.2	GCA_000010385.1
GCA_021892085.1	GCA_000026325.1	GCA_000026325.1
GCA_021892125.1	GCA_000026325.1	GCA_000026325.1
GCA_021892155.1	GCA_000026325.1	GCA_000351385.1
GCA_021892195.1	GCA_000007445.1	GCA_000010485.1
GCA_021892235.1	GCA_000005845.2	GCA_000164215.1
GCA_021892335.1	GCA_000005845.2	GCA_000010385.1
GCA_022014695.1	GCA_000005845.2	GCA_000164215.1
GCA_022015335.1	GCA_000007445.1	GCA_000010485.1
GCA_022015345.1	GCA_000007445.1	GCA_000010485.1
GCA_022015375.1	GCA_000007445.1	GCA_000013305.1
GCA_022015385.1	GCA_000007445.1	GCA_000010485.1
GCA_022015395.1	GCA_000007445.1	GCA_000326265.1
GCA_022015435.1	GCA_000007445.1	GCA_000010485.1
GCA_022015455.1	GCA_000007445.1	GCA_000010485.1
GCA_022015475.1	GCA_000007445.1	GCA_000007445.1
GCA_022015495.1	GCA_000005845.2	GCA_000005845.2
GCA_022015505.1	GCA_000007445.1	GCA_000010485.1
GCA_022015535.1	GCA_000007445.1	GCA_000010485.1
GCA_022015555.1	GCA_000019645.1	GCA_000474825.1
GCA_022015595.1	GCA_000007445.1	GCA_000007445.1
GCA_022015605.1	GCA_000005845.2	GCA_000005845.2
GCA_022015675.1	GCA_000026325.1	GCA_000026325.1
GCA_022015715.1	GCA_000007445.1	GCA_000007445.1
GCA_022015735.1	GCA_000007445.1	GCA_000326265.1
GCA_022015775.1	GCA_000007445.1	GCA_000010485.1
GCA_022015795.1	GCA_000007445.1	GCA_000007445.1
GCA_022015815.1	GCA_000007445.1	GCA_000010485.1
GCA_022023755.1	GCA_000005845.2	GCA_000010385.1
GCA_022023775.1	GCA_000005845.2	GCA_000005845.2
GCA_022029835.1	GCA_000005845.2	GCA_000005845.2
GCA_022029855.1	GCA_000005845.2	GCA_000005845.2
GCA_022029875.1	GCA_000005845.2	GCA_000350685.1
GCA_022029895.1	GCA_000026325.1	GCA_000350785.1
GCA_022029915.1	GCA_000007445.1	GCA_000007445.1
GCA_022029935.1	GCA_000005845.2	GCA_000010385.1
GCA_022029955.1	GCA_000005845.2	GCA_000005845.2
GCA_022029975.1	GCA_000005845.2	GCA_000164215.1
GCA_022029995.1	GCA_000005845.2	GCA_000005845.2
GCA_022030015.1	GCA_000005845.2	GCA_000005845.2
GCA_022030035.1	GCA_000005845.2	GCA_000164215.1
GCA_022030055.1	GCA_000005845.2	GCA_000164335.1
GCA_022030995.1	GCA_000007445.1	GCA_000010485.1
GCA_022031015.1	GCA_000026325.1	GCA_000026325.1
GCA_022031035.1	GCA_000026325.1	GCA_000350785.1
GCA_022031055.1	GCA_000007445.1	GCA_000010485.1
GCA_022031075.1	GCA_000007445.1	GCA_000007445.1
GCA_022031095.1	GCA_000026325.1	GCA_000026325.1
GCA_022058205.1	GCA_000005845.2	GCA_000005845.2
GCA_022058225.1	GCA_000005845.2	GCA_000005845.2
GCA_022095755.1	GCA_000005845.2	GCA_000005845.2
GCA_022095775.1	GCA_000005845.2	GCA_000005845.2
GCA_022095785.1	GCA_000005845.2	GCA_000005845.2
GCA_022095815.1	GCA_000005845.2	GCA_000005845.2
GCA_022095835.1	GCA_000005845.2	GCA_000005845.2
GCA_022095875.1	GCA_000005845.2	GCA_000005845.2
GCA_022095905.1	GCA_000005845.2	GCA_000005845.2
GCA_022096695.1	GCA_000007445.1	GCA_000014845.1
GCA_022096715.1	GCA_000005845.2	GCA_000010385.1
GCA_022096735.1	GCA_000005845.2	GCA_000010385.1
GCA_022096745.1	GCA_000005845.2	GCA_000010385.1
GCA_022096775.1	GCA_000007445.1	GCA_000014845.1
GCA_022096795.1	GCA_000005845.2	GCA_000010385.1
GCA_022117635.1	GCA_000005845.2	GCA_000010745.1
GCA_022117655.1	GCA_000005845.2	GCA_000355555.1
GCA_022129665.1	GCA_000026325.1	GCA_000351385.1
GCA_022129705.1	GCA_000026325.1	GCA_000026325.1
GCA_022129715.1	GCA_000005845.2	GCA_000164235.1
GCA_022129765.1	GCA_000007445.1	GCA_000010485.1
GCA_022129865.1	GCA_000007445.1	GCA_000010485.1
GCA_022129885.1	GCA_000007445.1	GCA_000010485.1
GCA_022129905.1	GCA_000007445.1	GCA_000010485.1
GCA_022129925.1	GCA_000007445.1	GCA_000010485.1
GCA_022129945.1	GCA_000005845.2	GCA_000005845.2
GCA_022129985.1	GCA_000005845.2	GCA_000005845.2
GCA_022130025.1	GCA_000026325.1	GCA_000026325.1
GCA_022130045.1	GCA_000005845.2	GCA_000005845.2
GCA_022130055.1	GCA_000026325.1	GCA_000351385.1
GCA_022130125.1	GCA_000026325.1	GCA_000351385.1
GCA_022130145.1	GCA_000007445.1	GCA_000010485.1
GCA_022130155.1	GCA_000005845.2	GCA_000303635.1
GCA_022130225.1	GCA_000026325.1	GCA_000026325.1
GCA_022130255.1	GCA_000007445.1	GCA_000326265.1
GCA_022130285.1	GCA_000007445.1	GCA_000010485.1
GCA_022130305.1	GCA_000026325.1	GCA_000351385.1
GCA_022130325.1	GCA_000005845.2	GCA_000005845.2
GCA_022130345.1	GCA_000005845.2	GCA_000005845.2
GCA_022130365.1	GCA_000005845.2	GCA_000005845.2
GCA_022130385.1	GCA_000007445.1	GCA_000010485.1
GCA_022130405.1	GCA_000007445.1	GCA_000010485.1
GCA_022130415.1	GCA_000026325.1	GCA_000351385.1
GCA_022130445.1	GCA_000026325.1	GCA_000026325.1
GCA_022130455.1	GCA_000007445.1	GCA_000010485.1
